Time_s,Speed_kmh,WheelDemand_kW,MotorDC_kW,Auxiliary_kW,Battery1SOE_pct,Battery2SOE_pct,Genset_kW,RegenAvailable_kW,RegenToAuxiliary_kW,RegenToActiveBattery_kW,ResistorLoadBank_kW,ActiveBattery,Mode,BalanceResidual_kW
120,1.49951504035612,-0.433245315303906,-0.375257399147366,9.0595041322314,84.6164300232899,21.9791212121211,123.181818181818,0.375257399147366,0.375257399147366,0,0,1,3,1.24344978758018e-14
130,0,0,-0,9.96545454545455,84.6029262626086,22.1440479797979,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
140,28.8,169.281475432549,181.025065111025,9.0595041322314,84.4995211509265,22.3089747474747,123.181818181818,0,0,0,0,1,3,0
150,28.9,15.9251912947947,17.0299720254649,9.0595041322314,84.4314739123396,22.4739015151514,123.181818181818,0,0,0,0,1,3,7.105427357601e-15
160,24.22,-102.004397218002,-88.3515723067237,9.0595041322314,84.3895765135318,22.6388282828282,123.181818181818,88.3515723067237,9.0595041322314,79.2920681744923,0,1,6,0
170,0,0,-0,9.96545454545455,84.411853147599,22.8037550505049,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
180,0,0,-0,9.96545454545455,84.3976281639496,22.9686818181817,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
190,0,0,-0,9.96545454545455,84.3834031803001,23.1336085858585,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
200,0,0,-0,9.0595041322314,84.3691781966507,23.2985353535352,123.181818181818,0,0,0,0,1,3,5.32907051820075e-15
210,28,116.2176491884,124.280033935332,9.0595041322314,84.2814843268157,23.463462121212,123.181818181818,0,0,0,0,1,3,2.8421709430404e-14
220,37.5,-57.0719879881908,-49.4331618140987,9.0595041322314,84.2564888367453,23.6283888888887,123.181818181818,49.4331618140987,9.0595041322314,40.3736576818673,0,1,6,0
230,33.3,-161.690063513928,-140.048583467423,9.0595041322314,84.2688002050693,23.7933156565655,123.181818181818,140.048583467423,9.0595041322314,130.989079335192,0,1,6,0
240,13.5,38.2789406372082,40.9344714389184,9.0595041322314,84.355013753446,23.9582424242423,123.181818181818,0,0,0,0,1,3,-7.105427357601e-15
250,0,0,-0,9.96545454545455,84.3425765705008,24.123169191919,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
260,0,0,-0,9.96545454545455,84.3283515868513,24.2880959595958,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
270,3.6,16.0322542011743,17.1444622232187,9.0595041322314,84.314255921235,24.4530227272725,123.181818181818,0,0,0,0,1,3,-7.105427357601e-15
280,34.2,51.6950913685507,55.281342846288,9.0595041322314,84.1297236033963,24.6179494949493,123.181818181818,0,0,0,0,1,3,-1.4210854715202e-14
290,34.2,83.925239325573,89.7473977855521,9.0595041322314,84.0590606287597,24.7828762626261,123.181818181818,0,0,0,0,1,3,-1.4210854715202e-14
300,0.36,-1.87618242709866,-1.62506393733344,9.0595041322314,84.0555213510262,24.9478030303028,123.181818181818,1.62506393733344,1.62506393733344,0,0,1,3,1.06581410364015e-14
310,0,0,-0,9.96545454545455,84.0416576518278,25.1127297979796,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
320,0,0,-0,9.96545454545455,84.0274326681783,25.2776565656563,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
330,0,0,-0,9.96545454545455,84.0132076845289,25.4425833333331,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
340,0,0,-0,9.96545454545455,83.9989827008794,25.6075101010099,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
350,0,0,-0,9.96545454545455,83.98475771723,25.7724368686866,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
360,3.6,20.0803739510378,21.4734128034508,9.0595041322314,83.9706620516137,25.9373636363634,123.181818181818,0,0,0,0,1,3,-7.105427357601e-15
370,31.3,56.8997202762595,60.8470332710039,9.0595041322314,83.7965906451558,26.1022904040401,123.181818181818,0,0,0,0,1,3,1.4210854715202e-14
380,36.3,192.474479131853,205.827040602192,9.0595041322314,83.7028127616128,26.2672171717169,123.181818181818,0,0,0,0,1,3,0
390,37.1,-52.7455293505117,-45.6857799993519,9.0595041322314,83.6871784494542,26.4321439393937,123.181818181818,45.6857799993519,9.0595041322314,36.6262758671205,0,1,6,-7.105427357601e-15
400,35.5,-19.038515439623,-16.490296686736,9.0595041322314,83.7416510211367,26.5970707070704,123.181818181818,16.490296686736,9.0595041322314,7.43079255450457,0,1,6,1.77635683940025e-15
410,33.7,-33.212496926381,-28.7671551786801,9.0595041322314,83.7585259299821,26.7619974747472,123.181818181818,28.7671551786801,9.0595041322314,19.7076510464486,0,1,6,0
420,33.7,3.69083893597778,3.94688406981602,9.0595041322314,83.7767414322493,26.926924242424,123.181818181818,0,0,0,0,1,3,-1.06581410364015e-14
430,19.66,-103.888231813167,-89.9832642042102,9.0595041322314,83.7666213439324,27.0918510101007,123.181818181818,89.9832642042102,9.0595041322314,80.9237600719788,0,1,6,0
440,0,0,-0,9.96545454545455,83.7783145516821,27.2567777777775,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
450,18.8,36.4747448188856,39.0051128682281,9.0595041322314,83.6852901591046,27.4217045454542,123.181818181818,0,0,0,0,1,3,7.105427357601e-15
460,14.3,30.5071537659724,32.623531208751,9.0595041322314,83.6406832050651,27.586631313131,123.181818181818,0,0,0,0,1,3,-7.105427357601e-15
470,1.67107568642879,2.41014561506514,2.57734501533253,9.0595041322314,83.6188548112482,27.7515580808078,123.181818181818,0,0,0,0,1,3,-1.77635683940025e-15
480,0,0,-0,9.96545454545455,83.6039347184313,27.9164848484845,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
490,0,0,-0,9.96545454545455,83.5897097347818,28.0814116161613,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
500,0,0,-0,9.96545454545455,83.5754847511324,28.246338383838,123.181818181818,0,0,0,0,1,3,1.77635683940025e-15
510,18.3,121.17294774826,129.579097179855,9.0595041322314,83.5083510907985,28.4112651515148,123.181818181818,0,0,0,0,1,3,0
